Year,Area,Variable,Generation (TWh),Production (TWh),Share of production (%)
2011,Czech Republic,Wind and solar,3,87,3
2011,Czech Republic,Solar,2,87,3
2011,Czech Republic,Bioenergy,3,87,3
2011,Denmark,Fossil,21,35,60
2011,Denmark,Coal,14,35,40
2011,Denmark,Hard Coal,14,35,40
2011,Denmark,Gas,6,35,17
2011,Denmark,Fossil,1,35,3
2011,Denmark,Renewables,14,35,40
2011,Denmark,Wind and solar,10,35,28
2011,Denmark,Wind,10,35,28
2011,Denmark,Bioenergy,4,35,12
2011,Estonia,Fossil,12,13,91
2011,Estonia,Fossil,11,13,89
2011,Estonia,Renewables,1,13,9
2011,Estonia,Bioenergy,1,13,6
2011,Finland,Fossil,26,73,35
2011,Finland,Coal,10,73,13
2011,Finland,Hard Coal,10,73,13
2011,Finland,Gas,9,73,13
2011,Finland,Fossil,7,73,9
2011,Finland,Nuclear,23,73,32
2011,Finland,Renewables,24,73,33
2011,Finland,Hydro,12,73,17
2011,Finland,Bioenergy,11,73,15
2011,France,Fossil,59,568,10
2011,France,Coal,18,568,3
2011,France,Hard Coal,18,568,3
2011,France,Gas,29,568,5
2011,France,Fossil,12,568,2
2011,France,Nuclear,442,568,78
2011,France,Renewables,66,568,12
2011,France,Hydro,46,568,8
2011,France,Wind and solar,15,568,3
2011,France,Wind,12,568,2
2011,France,Solar,2,568,0
2011,France,Bioenergy,5,568,1
2011,France,Renewables,1,568,0
2011,Germany,Fossil,375,608,62
2011,Germany,Coal,263,608,43
2011,Germany,Hard Coal,112,608,19
2011,Germany,Lignite,150,608,25
2011,Germany,Gas,86,608,14
2011,Germany,Fossil,27,608,4
2011,Germany,Nuclear,108,608,18
2011,Germany,Renewables,124,608,20
2011,Germany,Hydro,18,608,3
2011,Germany,Wind and solar,70,608,11
2011,Germany,Wind,50,608,8
2011,Germany,Solar,20,608,3
2011,Germany,Bioenergy,37,608,6
2011,Greece,Fossil,51,59,86
2011,Greece,Coal,31,59,52
2011,Greece,Lignite,31,59,52
2011,Greece,Gas,14,59,24
2011,Greece,Fossil,6,59,10
2011,Greece,Renewables,8,59,14
2011,Greece,Hydro,4,59,7
2011,Greece,Wind and solar,4,59,7
2011,Greece,Wind,3,59,6
2011,Greece,Solar,1,59,1
2011,Hungary,Fossil,18,36,49
2011,Hungary,Coal,6,36,18
2011,Hungary,Lignite,6,36,18
2011,Hungary,Gas,11,36,30
2011,Hungary,Nuclear,16,36,44
2011,Hungary,Renewables,3,36,8
2011,Hungary,Wind and solar,1,36,2
2011,Hungary,Wind,1,36,2
2011,Hungary,Bioenergy,2,36,5
2011,Ireland,Fossil,22,27,80
2011,Ireland,Coal,4,27,15
2011,Ireland,Hard Coal,4,27,15
2011,Ireland,Gas,15,27,57
2011,Ireland,Fossil,2,27,9
2011,Ireland,Renewables,5,27,20
2011,Ireland,Hydro,1,27,3
2011,Ireland,Wind and solar,4,27,16
2011,Ireland,Wind,4,27,16
2011,Italy,Fossil,217,300,72
2011,Italy,Coal,45,300,15
2011,Italy,Hard Coal,45,300,15
2011,Italy,Gas,145,300,48
2011,Italy,Fossil,27,300,9
2011,Italy,Renewables,83,300,28
2011,Italy,Hydro,46,300,15
2011,Italy,Wind and solar,21,300,7
2011,Italy,Wind,10,300,3
2011,Italy,Solar,11,300,4
2011,Italy,Bioenergy,11,300,4
2011,Italy,Renewables,6,300,2
2011,Latvia,Fossil,3,6,50
2011,Latvia,Gas,3,6,49
2011,Latvia,Renewables,3,6,50
2011,Latvia,Hydro,3,6,47
2011,Lithuania,Fossil,3,4,72
2011,Lithuania,Gas,3,4,67
2011,Lithuania,Renewables,1,4,28
2011,Luxembourg,Fossil,2,3,91
2011,Luxembourg,Gas,2,3,88
2011,Malta,Fossil,2,2,100
2011,Malta,Fossil,2,2,100
2011,Netherlands,Fossil,97,114,86
2011,Netherlands,Coal,21,114,19
2011,Netherlands,Hard Coal,21,114,19
2011,Netherlands,Gas,69,114,61
2011,Netherlands,Fossil,6,114,6
2011,Netherlands,Nuclear,4,114,4
2011,Netherlands,Renewables,12,114,11
2011,Netherlands,Wind and solar,5,114,5
2011,Netherlands,Wind,5,114,4
2011,Netherlands,Bioenergy,7,114,6
2011,Poland,Fossil,150,163,92
2011,Poland,Coal,140,163,86
2011,Poland,Hard Coal,87,163,54
2011,Poland,Lignite,53,163,32
2011,Poland,Gas,6,163,4
2011,Poland,Fossil,4,163,3
2011,Poland,Renewables,13,163,8
2011,Poland,Hydro,2,163,1
2011,Poland,Wind and solar,3,163,2
2011,Poland,Wind,3,163,2
2011,Poland,Bioenergy,8,163,5
2011,Portugal,Fossil,28,52,54
2011,Portugal,Coal,10,52,19
2011,Portugal,Hard Coal,10,52,19
2011,Portugal,Gas,15,52,29
2011,Portugal,Fossil,3,52,6
2011,Portugal,Renewables,24,52,46
2011,Portugal,Hydro,12,52,22
2011,Portugal,Wind and solar,9,52,18
2011,Portugal,Wind,9,52,18
2011,Portugal,Bioenergy,3,52,6
2011,Romania,Fossil,34,62,55
2011,Romania,Coal,25,62,40
2011,Romania,Hard Coal,1,62,1
2011,Romania,Lignite,24,62,39
2011,Romania,Gas,8,62,13
2011,Romania,Fossil,1,62,1
2011,Romania,Nuclear,12,62,19
2011,Romania,Renewables,16,62,26
2011,Romania,Hydro,15,62,24
2011,Romania,Wind and solar,1,62,2
2011,Romania,Wind,1,62,2
2011,Slovakia,Fossil,8,28,28
2011,Slovakia,Coal,4,28,13
2011,Slovakia,Hard Coal,1,28,5
2011,Slovakia,Lignite,2,28,8
2011,Slovakia,Gas,3,28,11
2011,Slovakia,Fossil,1,28,4
2011,Slovakia,Nuclear,15,28,55
2011,Slovakia,Renewables,5,28,18
2011,Slovakia,Hydro,4,28,13
2011,Slovakia,Bioenergy,1,28,3
2011,Slovenia,Fossil,6,16,37
2011,Slovenia,Coal,5,16,33
2011,Slovenia,Lignite,5,16,31
2011,Slovenia,Nuclear,6,16,39
2011,Slovenia,Renewables,4,16,24
2011,Slovenia,Hydro,4,16,22
2011,Spain,Fossil,146,291,50
2011,Spain,Coal,44,291,15
2011,Spain,Hard Coal,44,291,15
2011,Spain,Gas,86,291,29
2011,Spain,Fossil,17,291,6
2011,Spain,Nuclear,58,291,20
2011,Spain,Renewables,88,291,30
2011,Spain,Hydro,31,291,11
2011,Spain,Wind and solar,52,291,18
2011,Spain,Wind,43,291,15
2011,Spain,Solar,9,291,3
2011,Spain,Bioenergy,5,291,2
2011,Sweden,Fossil,6,150,4
2011,Sweden,Coal,1,150,0
2011,Sweden,Hard Coal,1,150,0
2011,Sweden,Gas,2,150,1
2011,Sweden,Fossil,3,150,2
2011,Sweden,Nuclear,60,150,40
2011,Sweden,Renewables,84,150,56
2011,Sweden,Hydro,66,150,44
2011,Sweden,Wind and solar,6,150,4
2011,Sweden,Wind,6,150,4
2011,Sweden,Bioenergy,12,150,8
2011,United Kingdom,Fossil,261,365,71
2011,United Kingdom,Coal,108,365,30
2011,United Kingdom,Hard Coal,108,365,30
2011,United Kingdom,Gas,146,365,40
2011,United Kingdom,Fossil,6,365,2
2011,United Kingdom,Nuclear,69,365,19
2011,United Kingdom,Renewables,35,365,10
2011,United Kingdom,Hydro,6,365,2
2011,United Kingdom,Wind and solar,16,365,4
2011,United Kingdom,Wind,16,365,4
2011,United Kingdom,Bioenergy,13,365,4
2012,Austria,Fossil,17,69,25
2012,Austria,Coal,4,69,6
2012,Austria,Hard Coal,4,69,6
2012,Austria,Gas,10,69,14
2012,Austria,Fossil,3,69,5
2012,Austria,Renewables,51,69,75
2012,Austria,Hydro,44,69,64
2012,Austria,Wind and solar,3,69,4
2012,Austria,Wind,2,69,4
2012,Austria,Bioenergy,5,69,7
2012,Belgium,Fossil,31,81,38
2012,Belgium,Coal,3,81,4
2012,Belgium,Hard Coal,3,81,4
2012,Belgium,Gas,24,81,29
2012,Belgium,Fossil,4,81,5
2012,Belgium,Nuclear,40,81,50
2012,Belgium,Renewables,10,81,13
2012,Belgium,Wind and solar,5,81,6
2012,Belgium,Wind,3,81,3
2012,Belgium,Solar,2,81,3
2012,Belgium,Bioenergy,5,81,6
2012,Bulgaria,Fossil,25,47,55
2012,Bulgaria,Coal,23,47,49
2012,Bulgaria,Hard Coal,3,47,6
2012,Bulgaria,Lignite,20,47,43
2012,Bulgaria,Gas,2,47,5
2012,Bulgaria,Nuclear,16,47,34
2012,Bulgaria,Renewables,5,47,11
2012,Bulgaria,Hydro,3,47,7
2012,Bulgaria,Wind and solar,2,47,4
2012,Bulgaria,Wind,1,47,3
2012,Bulgaria,Solar,1,47,2
2012,Croatia,Fossil,5,11,50
2012,Croatia,Coal,2,11,21
2012,Croatia,Hard Coal,2,11,21
2012,Croatia,Gas,3,11,24
2012,Croatia,Fossil,1,11,5
2012,Croatia,Renewables,5,11,50
2012,Croatia,Hydro,5,11,46
2012,Cyprus,Fossil,4,5,95
2012,Cyprus,Fossil,4,5,95
2012,Czech Republic,Fossil,48,87,56
2012,Czech Republic,Coal,44,87,51
2012,Czech Republic,Hard Coal,5,87,6
2012,Czech Republic,Lignite,39,87,45
2012,Czech Republic,Gas,1,87,2
2012,Czech Republic,Fossil,3,87,3
2012,Czech Republic,Nuclear,30,87,35
2012,Czech Republic,Renewables,8,87,9
2012,Czech Republic,Hydro,2,87,2
2012,Czech Republic,Wind and solar,3,87,3
2012,Czech Republic,Solar,2,87,2
2012,Czech Republic,Bioenergy,3,87,4
2012,Denmark,Fossil,16,31,52
2012,Denmark,Coal,11,31,34
2012,Denmark,Hard Coal,11,31,34
2012,Denmark,Gas,4,31,14
2012,Denmark,Fossil,1,31,4
2012,Denmark,Renewables,15,31,48
2012,Denmark,Wind and solar,10,31,34
2012,Denmark,Wind,10,31,33
2012,Denmark,Bioenergy,4,31,14
2012,Estonia,Fossil,10,12,88
2012,Estonia,Fossil,10,12,87
2012,Estonia,Renewables,1,12,12
2012,Estonia,Bioenergy,1,12,8
2012,Finland,Fossil,19,70,26
2012,Finland,Coal,7,70,10
2012,Finland,Hard Coal,7,70,10
2012,Finland,Gas,7,70,10
2012,Finland,Fossil,5,70,7
2012,Finland,Nuclear,23,70,33
2012,Finland,Renewables,29,70,41
2012,Finland,Hydro,17,70,24
2012,Finland,Wind and solar,1,70,1
2012,Finland,Bioenergy,11,70,16
2012,France,Fossil,56,567,10
2012,France,Coal,21,567,4
2012,France,Hard Coal,21,567,4
2012,France,Gas,23,567,4
2012,France,Fossil,12,567,2
2012,France,Nuclear,425,567,75
2012,France,Renewables,85,567,15
2012,France,Hydro,60,567,11
2012,France,Wind and solar,20,567,3
2012,France,Wind,15,567,3
2012,France,Solar,4,567,1
2012,France,Bioenergy,5,567,1
2012,France,Renewables,1,567,0
2012,Germany,Fossil,381,623,61
2012,Germany,Coal,277,623,44
2012,Germany,Hard Coal,116,623,19
2012,Germany,Lignite,161,623,26
2012,Germany,Gas,76,623,12
2012,Germany,Fossil,27,623,4
2012,Germany,Nuclear,100,623,16
2012,Germany,Renewables,143,623,23
2012,Germany,Hydro,22,623,3
2012,Germany,Wind and solar,78,623,13
2012,Germany,Wind,52,623,8
2012,Germany,Solar,26,623,4
2012,Germany,Bioenergy,43,623,7
2012,Greece,Fossil,51,61,83
2012,Greece,Coal,31,61,51
2012,Greece,Lignite,31,61,51
2012,Greece,Gas,13,61,22
2012,Greece,Fossil,6,61,10
2012,Greece,Renewables,10,61,17
2012,Greece,Hydro,4,61,7
2012,Greece,Wind and solar,6,61,9
2012,Greece,Wind,4,61,6
2012,Greece,Solar,2,61,3
2012,Hungary,Fossil,16,35,47
2012,Hungary,Coal,6,35,18
2012,Hungary,Lignite,6,35,18
2012,Hungary,Gas,9,35,27
2012,Hungary,Nuclear,16,35,46
2012,Hungary,Renewables,3,35,8
2012,Hungary,Wind and solar,1,35,2
2012,Hungary,Wind,1,35,2
2012,Hungary,Bioenergy,2,35,5
2012,Ireland,Fossil,22,27,81
2012,Ireland,Coal,5,27,19
2012,Ireland,Hard Coal,5,27,19
2012,Ireland,Gas,14,27,52
2012,Ireland,Fossil,3,27,10
2012,Ireland,Renewables,5,27,19
2012,Ireland,Hydro,1,27,3
2012,Ireland,Wind and solar,4,27,15
2012,Ireland,Wind,4,27,15
2012,Italy,Fossil,204,296,69
2012,Italy,Coal,49,296,17
2012,Italy,Hard Coal,49,296,17
2012,Italy,Gas,129,296,44
2012,Italy,Fossil,26,296,9
2012,Italy,Renewables,92,296,31
2012,Italy,Hydro,42,296,14
2012,Italy,Wind and solar,32,296,11
2012,Italy,Wind,13,296,5
2012,Italy,Solar,19,296,6
2012,Italy,Bioenergy,12,296,4
2012,Italy,Renewables,6,296,2
2012,Latvia,Fossil,2,6,33
2012,Latvia,Gas,2,6,33
2012,Latvia,Renewables,4,6,67
2012,Latvia,Hydro,4,6,60
2012,Lithuania,Fossil,3,4,73
2012,Lithuania,Gas,3,4,67
2012,Lithuania,Renewables,1,4,27
2012,Lithuania,Wind and solar,1,4,13
2012,Lithuania,Wind,1,4,13
2012,Luxembourg,Fossil,2,3,89
2012,Luxembourg,Gas,2,3,87
2012,Malta,Fossil,2,2,99
2012,Malta,Fossil,2,2,99
2012,Netherlands,Fossil,87,103,84
2012,Netherlands,Coal,24,103,23
2012,Netherlands,Hard Coal,24,103,23
2012,Netherlands,Gas,57,103,55
2012,Netherlands,Fossil,6,103,6
2012,Netherlands,Nuclear,4,103,4
2012,Netherlands,Renewables,12,103,12
2012,Netherlands,Wind and solar,5,103,5
2012,Netherlands,Wind,5,103,5
2012,Netherlands,Bioenergy,7,103,7
2012,Poland,Fossil,145,162,90
2012,Poland,Coal,135,162,83
2012,Poland,Hard Coal,81,162,50
2012,Poland,Lignite,54,162,33
2012,Poland,Gas,6,162,4
2012,Poland,Fossil,4,162,2
2012,Poland,Renewables,17,162,10
2012,Poland,Hydro,2,162,1
2012,Poland,Wind and solar,5,162,3
2012,Poland,Wind,5,162,3
2012,Poland,Bioenergy,10,162,6
2012,Portugal,Fossil,26,46,57
2012,Portugal,Coal,13,46,29
2012,Portugal,Hard Coal,13,46,29
2012,Portugal,Gas,11,46,23
2012,Portugal,Fossil,2,46,5
2012,Portugal,Renewables,19,46,43
2012,Portugal,Hydro,6,46,12
2012,Portugal,Wind and solar,11,46,23
2012,Portugal,Wind,10,46,23
2012,Portugal,Bioenergy,3,46,6
2012,Romania,Fossil,32,59,55
2012,Romania,Coal,23,59,39
2012,Romania,Hard Coal,1,59,2
2012,Romania,Lignite,22,59,37
2012,Romania,Gas,9,59,15
2012,Romania,Fossil,1,59,1
2012,Romania,Nuclear,11,59,20
2012,Romania,Renewables,15,59,25
2012,Romania,Hydro,12,59,21
2012,Romania,Wind and solar,3,59,5
2012,Romania,Wind,3,59,4
2012,Slovakia,Fossil,7,28,26
2012,Slovakia,Coal,3,28,12
2012,Slovakia,Hard Coal,1,28,5
2012,Slovakia,Lignite,2,28,8
2012,Slovakia,Gas,3,28,10
2012,Slovakia,Fossil,1,28,4
2012,Slovakia,Nuclear,15,28,55
2012,Slovakia,Renewables,5,28,19
2012,Slovakia,Hydro,4,28,15
2012,Slovakia,Bioenergy,1,28,3
2012,Slovenia,Fossil,6,16,37
2012,Slovenia,Coal,5,16,33
2012,Slovenia,Lignite,5,16,30
2012,Slovenia,Gas,1,16,3
2012,Slovenia,Nuclear,6,16,36
2012,Slovenia,Renewables,4,16,28
2012,Slovenia,Hydro,4,16,25
2012,Spain,Fossil,145,294,49
2012,Spain,Coal,55,294,19
2012,Spain,Hard Coal,55,294,19
2012,Spain,Gas,73,294,25
2012,Spain,Fossil,17,294,6
2012,Spain,Nuclear,61,294,21
2012,Spain,Renewables,87,294,30
2012,Spain,Hydro,21,294,7
2012,Spain,Wind and solar,61,294,21
2012,Spain,Wind,49,294,17
2012,Spain,Solar,12,294,4
2012,Spain,Bioenergy,5,294,2
2012,Sweden,Fossil,4,166,2
2012,Sweden,Gas,1,166,1
2012,Sweden,Fossil,3,166,2
2012,Sweden,Nuclear,64,166,38
2012,Sweden,Renewables,98,166,59
2012,Sweden,Hydro,79,166,47
2012,Sweden,Wind and solar,7,166,4
2012,Sweden,Wind,7,166,4
2012,Sweden,Bioenergy,12,166,7
2012,United Kingdom,Fossil,249,361,69
2012,United Kingdom,Coal,143,361,40
2012,United Kingdom,Hard Coal,143,361,40
2012,United Kingdom,Gas,100,361,28
2012,United Kingdom,Fossil,6,361,2
2012,United Kingdom,Nuclear,70,361,20
2012,United Kingdom,Renewables,41,361,11
2012,United Kingdom,Hydro,5,361,1
2012,United Kingdom,Wind and solar,21,361,6
2012,United Kingdom,Wind,20,361,5
2012,United Kingdom,Solar,1,361,0
2012,United Kingdom,Bioenergy,15,361,4
2013,Austria,Fossil,14,65,22
2013,Austria,Coal,4,65,7
2013,Austria,Hard Coal,4,65,7
2013,Austria,Gas,7,65,10
2013,Austria,Fossil,3,65,5
2013,Austria,Renewables,50,65,78
2013,Austria,Hydro,42,65,65
2013,Austria,Wind and solar,4,65,6
2013,Austria,Wind,3,65,5
2013,Austria,Solar,1,65,1
2013,Austria,Bioenergy,5,65,7
2013,Belgium,Fossil,27,82,34
2013,Belgium,Coal,3,82,4
2013,Belgium,Hard Coal,3,82,4
2013,Belgium,Gas,21,82,26
2013,Belgium,Fossil,3,82,4
2013,Belgium,Nuclear,43,82,52
2013,Belgium,Renewables,12,82,14
2013,Belgium,Wind and solar,6,82,8
2013,Belgium,Wind,4,82,4
2013,Belgium,Solar,3,82,3
2013,Belgium,Bioenergy,5,82,6
2013,Bulgaria,Fossil,22,43,51
2013,Bulgaria,Coal,19,43,45
2013,Bulgaria,Hard Coal,2,43,5
2013,Bulgaria,Lignite,17,43,40
2013,Bulgaria,Gas,2,43,5
2013,Bulgaria,Nuclear,14,43,33
2013,Bulgaria,Renewables,7,43,16
2013,Bulgaria,Hydro,4,43,9
2013,Bulgaria,Wind and solar,3,43,6
2013,Bulgaria,Wind,1,43,3
2013,Bulgaria,Solar,1,43,3
2013,Croatia,Fossil,5,14,33
2013,Croatia,Coal,2,14,17
2013,Croatia,Hard Coal,2,14,17
2013,Croatia,Gas,2,14,14
2013,Croatia,Renewables,9,14,67
2013,Croatia,Hydro,9,14,62
2013,Croatia,Wind and solar,1,14,4
2013,Croatia,Wind,1,14,4
2013,Cyprus,Fossil,4,4,92
2013,Cyprus,Fossil,4,4,92
2013,Czech Republic,Fossil,46,86,53
2013,Czech Republic,Coal,41,86,48
2013,Czech Republic,Hard Coal,5,86,6
2013,Czech Republic,Lignite,36,86,42
2013,Czech Republic,Gas,2,86,2
2013,Czech Republic,Fossil,3,86,3
2013,Czech Republic,Nuclear,31,86,36
2013,Czech Republic,Renewables,9,86,11
2013,Czech Republic,Hydro,3,86,3
2013,Czech Republic,Wind and solar,3,86,3
2013,Czech Republic,Solar,2,86,2
2013,Czech Republic,Bioenergy,4,86,5
2013,Denmark,Fossil,19,35,54
2013,Denmark,Coal,14,35,41
2013,Denmark,Hard Coal,14,35,41
2013,Denmark,Gas,3,35,10
2013,Denmark,Fossil,1,35,3
2013,Denmark,Renewables,16,35,46
2013,Denmark,Wind and solar,12,35,34
2013,Denmark,Wind,11,35,32
2013,Denmark,Solar,1,35,1
2013,Denmark,Bioenergy,4,35,12
2013,Estonia,Fossil,12,13,91
2013,Estonia,Fossil,12,13,90
2013,Estonia,Renewables,1,13,9
2013,Estonia,Wind and solar,1,13,4
2013,Estonia,Wind,1,13,4
2013,Estonia,Bioenergy,1,13,5
2013,Finland,Fossil,22,71,31
2013,Finland,Coal,11,71,15
2013,Finland,Hard Coal,11,71,15
2013,Finland,Gas,7,71,10
2013,Finland,Fossil,4,71,6
2013,Finland,Nuclear,24,71,33
2013,Finland,Renewables,26,71,36
2013,Finland,Hydro,13,71,18
2013,Finland,Wind and solar,1,71,1
2013,Finland,Wind,1,71,1
2013,Finland,Bioenergy,12,71,17
2013,France,Fossil,53,576,9
2013,France,Coal,24,576,4
2013,France,Hard Coal,24,576,4
2013,France,Gas,18,576,3
2013,France,Fossil,11,576,2
2013,France,Nuclear,424,576,74
2013,France,Renewables,99,576,17
2013,France,Hydro,72,576,12
2013,France,Wind and solar,21,576,4
2013,France,Wind,16,576,3
2013,France,Solar,5,576,1
2013,France,Bioenergy,6,576,1
2013,France,Renewables,1,576,0
2013,Germany,Fossil,383,633,61
2013,Germany,Coal,288,633,46
2013,Germany,Hard Coal,127,633,20
2013,Germany,Lignite,161,633,25
2013,Germany,Gas,68,633,11
2013,Germany,Fossil,28,633,4
2013,Germany,Nuclear,97,633,15
2013,Germany,Renewables,152,633,24
2013,Germany,Hydro,23,633,4
2013,Germany,Wind and solar,84,633,13
2013,Germany,Wind,53,633,8
2013,Germany,Solar,31,633,5
2013,Germany,Bioenergy,46,633,7
2013,Greece,Fossil,43,57,75
2013,Greece,Coal,26,57,46
2013,Greece,Lignite,26,57,46
2013,Greece,Gas,11,57,19
2013,Greece,Fossil,5,57,10
2013,Greece,Renewables,14,57,25
2013,Greece,Hydro,6,57,11
2013,Greece,Wind and solar,8,57,14
2013,Greece,Wind,4,57,7
2013,Greece,Solar,4,57,6
2013,Hungary,Fossil,12,30,40
2013,Hungary,Coal,6,30,21
2013,Hungary,Lignite,6,30,21
2013,Hungary,Gas,6,30,18
2013,Hungary,Nuclear,15,30,51
2013,Hungary,Renewables,3,30,9
2013,Hungary,Wind and solar,1,30,2
2013,Hungary,Wind,1,30,2
2013,Hungary,Bioenergy,2,30,6
2013,Ireland,Fossil,20,26,78
2013,Ireland,Coal,4,26,17
2013,Ireland,Hard Coal,4,26,17
2013,Ireland,Gas,13,26,51
2013,Ireland,Fossil,3,26,10
2013,Ireland,Renewables,6,26,22
2013,Ireland,Hydro,1,26,2
2013,Ireland,Wind and solar,5,26,18
2013,Ireland,Wind,5,26,18
2013,Italy,Fossil,175,287,61
2013,Italy,Coal,45,287,16
2013,Italy,Hard Coal,45,287,16
2013,Italy,Gas,109,287,38
2013,Italy,Fossil,21,287,7
2013,Italy,Renewables,112,287,39
2013,Italy,Hydro,53,287,18
2013,Italy,Wind and solar,36,287,13
2013,Italy,Wind,15,287,5
2013,Italy,Solar,22,287,8
2013,Italy,Bioenergy,17,287,6
2013,Italy,Renewables,6,287,2
2013,Latvia,Fossil,3,6,43
2013,Latvia,Gas,3,6,43
2013,Latvia,Renewables,4,6,57
2013,Latvia,Hydro,3,6,47
2013,Latvia,Bioenergy,1,6,8
2013,Lithuania,Fossil,2,4,62
2013,Lithuania,Gas,2,4,56
2013,Lithuania,Renewables,2,4,38
2013,Lithuania,Hydro,1,4,13
2013,Lithuania,Wind and solar,1,4,16
2013,Lithuania,Wind,1,4,15
2013,Luxembourg,Fossil,1,2,80
2013,Luxembourg,Gas,1,2,77
2013,Malta,Fossil,2,2,98
2013,Malta,Fossil,2,2,98
2013,Netherlands,Fossil,87,102,85
2013,Netherlands,Coal,25,102,24
2013,Netherlands,Hard Coal,25,102,24
2013,Netherlands,Gas,56,102,55
2013,Netherlands,Fossil,6,102,6
2013,Netherlands,Nuclear,3,102,3
2013,Netherlands,Renewables,12,102,12
2013,Netherlands,Wind and solar,6,102,6
2013,Netherlands,Wind,6,102,6
2013,Netherlands,Bioenergy,6,102,6
2013,Poland,Fossil,147,164,90
2013,Poland,Coal,138,164,84
2013,Poland,Hard Coal,82,164,50
2013,Poland,Lignite,56,164,34
2013,Poland,Gas,5,164,3
2013,Poland,Fossil,4,164,2
2013,Poland,Renewables,17,164,10
2013,Poland,Hydro,2,164,1
2013,Poland,Wind and solar,6,164,4
2013,Poland,Wind,6,164,4
2013,Poland,Bioenergy,9,164,5
2013,Portugal,Fossil,21,51,42
2013,Portugal,Coal,12,51,23
2013,Portugal,Hard Coal,12,51,23
2013,Portugal,Gas,7,51,14
2013,Portugal,Fossil,2,51,4
2013,Portugal,Renewables,29,51,58
2013,Portugal,Hydro,14,51,27
2013,Portugal,Wind and solar,12,51,25
2013,Portugal,Wind,12,51,24
2013,Portugal,Bioenergy,3,51,6
2013,Romania,Fossil,27,59,46
2013,Romania,Coal,17,59,29
2013,Romania,Lignite,17,59,28
2013,Romania,Gas,9,59,16
2013,Romania,Fossil,1,59,1
2013,Romania,Nuclear,12,59,20
2013,Romania,Renewables,20,59,34
2013,Romania,Hydro,15,59,26
2013,Romania,Wind and solar,5,59,8
2013,Romania,Wind,5,59,8
2013,Slovakia,Fossil,6,28,22
2013,Slovakia,Coal,3,28,11
2013,Slovakia,Hard Coal,1,28,4
2013,Slovakia,Lignite,2,28,7
2013,Slovakia,Gas,2,28,8
2013,Slovakia,Fossil,1,28,3
2013,Slovakia,Nuclear,16,28,55
2013,Slovakia,Renewables,6,28,22
2013,Slovakia,Hydro,5,28,17
2013,Slovakia,Wind and solar,1,28,2
2013,Slovakia,Solar,1,28,2
2013,Slovakia,Bioenergy,1,28,3
2013,Slovenia,Fossil,5,16,34
2013,Slovenia,Coal,5,16,31
2013,Slovenia,Lignite,4,16,28
2013,Slovenia,Gas,1,16,3
2013,Slovenia,Nuclear,5,16,34
2013,Slovenia,Renewables,5,16,32
2013,Slovenia,Hydro,5,16,29
2013,Spain,Fossil,113,281,40
2013,Spain,Coal,40,281,14
2013,Spain,Hard Coal,40,281,14
2013,Spain,Gas,58,281,20
2013,Spain,Fossil,16,281,6
2013,Spain,Nuclear,57,281,20
2013,Spain,Renewables,111,281,40
2013,Spain,Hydro,37,281,13
2013,Spain,Wind and solar,69,281,24
2013,Spain,Wind,56,281,20
2013,Spain,Solar,13,281,5
2013,Spain,Bioenergy,6,281,2
2013,Sweden,Fossil,4,153,3
2013,Sweden,Coal,1,153,0
2013,Sweden,Hard Coal,1,153,0
2013,Sweden,Gas,1,153,1
2013,Sweden,Fossil,2,153,2
2013,Sweden,Nuclear,66,153,43
2013,Sweden,Renewables,83,153,54
2013,Sweden,Hydro,61,153,40
2013,Sweden,Wind and solar,10,153,6
2013,Sweden,Wind,10,153,6
2013,Sweden,Bioenergy,11,153,7
2013,United Kingdom,Fossil,232,355,65
2013,United Kingdom,Coal,130,355,37
2013,United Kingdom,Hard Coal,130,355,37
2013,United Kingdom,Gas,96,355,27
2013,United Kingdom,Fossil,5,355,2
2013,United Kingdom,Nuclear,71,355,20
2013,United Kingdom,Renewables,53,355,15
2013,United Kingdom,Hydro,5,355,1
2013,United Kingdom,Wind and solar,30,355,9
2013,United Kingdom,Wind,28,355,8
2013,United Kingdom,Solar,2,355,1
2013,United Kingdom,Bioenergy,18,355,5
2014,Austria,Fossil,11,62,19
2014,Austria,Coal,3,62,5
2014,Austria,Hard Coal,3,62,5
2014,Austria,Gas,5,62,9
2014,Austria,Fossil,3,62,5
2014,Austria,Renewables,50,62,81
2014,Austria,Hydro,41,62,67
2014,Austria,Wind and solar,5,62,8
2014,Austria,Wind,4,62,6
2014,Austria,Solar,1,62,1
2014,Austria,Bioenergy,5,62,7
2014,Belgium,Fossil,25,71,35
2014,Belgium,Coal,2,71,3
2014,Belgium,Hard Coal,2,71,3
2014,Belgium,Gas,19,71,27
2014,Belgium,Fossil,4,71,5
2014,Belgium,Nuclear,34,71,47
2014,Belgium,Renewables,12,71,17
2014,Belgium,Wind and solar,8,71,11
2014,Belgium,Wind,5,71,6
2014,Belgium,Solar,3,71,4
2014,Belgium,Bioenergy,4,71,6
2014,Bulgaria,Fossil,24,47,50
2014,Bulgaria,Coal,21,47,45
2014,Bulgaria,Hard Coal,2,47,5
2014,Bulgaria,Lignite,19,47,40
2014,Bulgaria,Gas,2,47,5
2014,Bulgaria,Nuclear,16,47,34
2014,Bulgaria,Renewables,7,47,16
2014,Bulgaria,Hydro,5,47,10
2014,Bulgaria,Wind and solar,3,47,6
2014,Bulgaria,Wind,1,47,3
